split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.9046666666666666, eval_accuracy=0.9450740740740741
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.9876666666666667, eval_accuracy=0.9527407407407408
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.9303333333333333, eval_accuracy=0.9593958333333333
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.9895833333333334, eval_accuracy=0.9652083333333333
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.9526666666666667, eval_accuracy=0.9729666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.9932666666666666, eval_accuracy=0.9754666666666667
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.9597916666666667, eval_accuracy=0.9770833333333333
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9938333333333333, eval_accuracy=0.9800833333333333
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.9627777777777777, eval_accuracy=0.985
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9936851851851852, eval_accuracy=0.9861666666666666
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.9045, eval_accuracy=0.9448333333333333
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.9873333333333333, eval_accuracy=0.9527037037037037
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.9289166666666666, eval_accuracy=0.960375
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.9905833333333334, eval_accuracy=0.9651875
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.9523666666666667, eval_accuracy=0.9732666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.9935, eval_accuracy=0.9756
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.96025, eval_accuracy=0.9794166666666667
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9937916666666666, eval_accuracy=0.9801666666666666
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.9618333333333333, eval_accuracy=0.9846666666666667
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9938148148148148, eval_accuracy=0.9858333333333333
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.8941666666666667, eval_accuracy=0.9454259259259259
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.9883333333333333, eval_accuracy=0.9527037037037037
split=0.2, train_len=12000, eval_len=48000, epoch=0, train_accuracy=0.92975, eval_accuracy=0.9605833333333333
split=0.2, train_len=12000, eval_len=48000, epoch=1, train_accuracy=0.9909166666666667, eval_accuracy=0.9649791666666667
split=0.5, train_len=30000, eval_len=30000, epoch=0, train_accuracy=0.9516333333333333, eval_accuracy=0.9721666666666666
split=0.5, train_len=30000, eval_len=30000, epoch=1, train_accuracy=0.9932333333333333, eval_accuracy=0.9756333333333334
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.958875, eval_accuracy=0.97875
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.994125, eval_accuracy=0.9806666666666667
split=0.9, train_len=54000, eval_len=6000, epoch=0, train_accuracy=0.9620925925925926, eval_accuracy=0.9848333333333333
split=0.9, train_len=54000, eval_len=6000, epoch=1, train_accuracy=0.9939629629629629, eval_accuracy=0.9865
split=0.1, train_len=6000, eval_len=54000, epoch=0, train_accuracy=0.9066666666666666, eval_accuracy=0.9458148148148148
split=0.1, train_len=6000, eval_len=54000, epoch=1, train_accuracy=0.989, eval_accuracy=0.9528703703703704
split=0.1, train_len=6000, eval_len=54000, epoch=2, train_accuracy=0.9968333333333333, eval_accuracy=0.9552962962962963
split=0.1, train_len=6000, eval_len=54000, epoch=3, train_accuracy=0.9995, eval_accuracy=0.9561111111111111
split=0.8, train_len=48000, eval_len=12000, epoch=0, train_accuracy=0.9595833333333333, eval_accuracy=0.9788333333333333
split=0.8, train_len=48000, eval_len=12000, epoch=1, train_accuracy=0.9937083333333333, eval_accuracy=0.97975
split=0.8, train_len=48000, eval_len=12000, epoch=2, train_accuracy=0.999, eval_accuracy=0.9813333333333333
split=0.8, train_len=48000, eval_len=12000, epoch=3, train_accuracy=0.9999166666666667, eval_accuracy=0.9811666666666666
split=20, train_len=20, eval_len=59980, epoch=0, train_accuracy=0.05, eval_accuracy=0.3084528176058686
split=20, train_len=20, eval_len=59980, epoch=1, train_accuracy=1.0, eval_accuracy=0.39459819939979995
split=20, train_len=20, eval_len=59980, epoch=2, train_accuracy=1.0, eval_accuracy=0.4231743914638213
split=20, train_len=20, eval_len=59980, epoch=3, train_accuracy=1.0, eval_accuracy=0.43592864288096034
split=100, train_len=100, eval_len=59900, epoch=0, train_accuracy=0.21, eval_accuracy=0.5931218697829717
split=100, train_len=100, eval_len=59900, epoch=1, train_accuracy=1.0, eval_accuracy=0.6221202003338898
split=100, train_len=100, eval_len=59900, epoch=2, train_accuracy=1.0, eval_accuracy=0.6335392320534223
split=100, train_len=100, eval_len=59900, epoch=3, train_accuracy=1.0, eval_accuracy=0.6436560934891485
split=1000, train_len=1000, eval_len=59000, epoch=0, train_accuracy=0.744, eval_accuracy=0.8677966101694915
split=1000, train_len=1000, eval_len=59000, epoch=1, train_accuracy=0.986, eval_accuracy=0.8923898305084745
split=1000, train_len=1000, eval_len=59000, epoch=2, train_accuracy=0.998, eval_accuracy=0.8985762711864407
split=1000, train_len=1000, eval_len=59000, epoch=3, train_accuracy=1.0, eval_accuracy=0.9016101694915254
